x, y, z
-80.70, 137.68, 171.14
-82.67, 134.91, 169.67
-69.86, 109.13, 138.96
-68.96, 103.21, 133.11
-69.41, 99.59, 130.18
-70.53, 96.28, 127.99
-72.41, 94.88, 127.99
-71.71, 90.23, 123.60
-73.90, 89.33, 124.33
-73.42, 85.28, 120.67
-73.71, 82.30, 118.48
-74.38, 79.84, 117.02
-80.06, 81.97, 122.87
-84.57, 83.25, 127.26
-90.98, 85.44, 133.84
-96.69, 87.29, 139.69
-95.81, 83.14, 136.03
-97.22, 80.42, 135.30
-98.78, 78.50, 135.30
-99.21, 75.72, 133.84
-98.48, 72.14, 130.91
-98.76, 69.41, 129.45
-101.80, 68.60, 131.64
-100.84, 65.11, 128.72
-101.76, 62.36, 127.99
-102.38, 60.01, 127.26
-102.94, 57.65, 126.52
-103.45, 55.30, 125.79
-104.52, 53.25, 125.79
-105.54, 51.19, 125.79
-113.34, 52.25, 133.84
-132.07, 57.15, 154.32
-133.79, 54.80, 155.05
-132.94, 51.43, 152.85
-134.56, 49.04, 153.58
-133.56, 45.73, 151.39
-135.08, 43.31, 152.12
-141.95, 41.85, 158.70
-169.90, 45.76, 188.69
-168.78, 41.93, 186.50
-169.57, 38.60, 186.50
-172.97, 35.82, 189.42
-176.32, 32.92, 192.35
-148.10, 24.05, 160.90
-143.82, 20.47, 155.78
-143.51, 17.56, 155.05
-144.51, 14.81, 155.78
-144.77, 11.97, 155.78
-146.34, 9.21, 157.24
-148.54, 6.42, 159.44
-135.01, 2.65, 144.81
-120.03, 0.00, 128.72
-119.33, -2.34, 127.99
-119.94, -4.71, 128.72
-121.89, -6.71, 130.91
-121.02, -9.52, 130.18
-121.49, -11.97, 130.91
-123.21, -15.07, 133.11
-123.56, -17.59, 133.84
-124.46, -20.72, 135.30
-124.70, -23.28, 136.03
-127.56, -26.42, 139.69
-127.56, -29.57, 140.42
-128.94, -32.57, 142.61
-129.59, -35.45, 144.08
-130.83, -38.57, 146.27
-134.60, -42.57, 151.39
-157.65, -53.28, 178.45
-162.99, -58.68, 185.76
-164.10, -63.49, 188.69
-165.35, -67.73, 191.61
-167.12, -72.32, 195.27
-170.01, -77.57, 200.39
-170.30, -81.78, 202.58
-170.49, -86.02, 204.78
-168.76, -89.36, 204.78
-167.21, -93.64, 205.51
-164.16, -96.22, 204.05
-162.24, -99.42, 204.05
-160.83, -102.95, 204.78
-161.61, -107.99, 208.44
-162.37, -114.12, 212.82
-164.57, -121.56, 219.41
-165.94, -127.68, 224.53
-167.13, -133.89, 229.65
-169.18, -141.08, 236.23
-171.01, -148.40, 242.81
-169.99, -154.68, 246.47
-170.39, -161.27, 251.59
-167.19, -164.58, 251.59
-164.88, -168.81, 253.05
-160.13, -170.52, 250.85
-156.75, -173.64, 250.85
-153.76, -177.19, 251.59
-150.69, -180.70, 252.32
-146.26, -182.56, 250.85
-141.92, -185.96, 250.85
-138.24, -188.71, 250.85
-134.12, -190.83, 250.12
-129.96, -192.86, 249.39
-126.52, -195.95, 250.12
-122.29, -197.81, 249.39
-116.12, -199.92, 247.93
-112.84, -203.35, 249.39
-108.50, -204.93, 248.66
-104.46, -207.02, 248.66
-99.78, -207.80, 247.20
-95.42, -211.34, 248.66
-91.25, -213.17, 248.66
-86.80, -214.29, 247.93
-82.57, -215.95, 247.93
-77.85, -216.25, 246.47
-73.81, -218.38, 247.20
-69.51, -219.79, 247.20
-64.12, -220.71, 246.47
-59.78, -221.92, 246.47
-55.57, -223.72, 247.20
-51.02, -224.10, 246.47
-46.33, -223.72, 245.00
-42.18, -225.93, 246.47
-37.51, -225.37, 245.00
-32.19, -226.19, 245.00
-27.66, -226.10, 244.27
-22.39, -227.37, 245.00
-17.93, -227.77, 245.00
-13.37, -226.71, 243.54
-8.00, -226.28, 242.81
-3.56, -226.40, 242.81
0.89, -226.42, 242.81
5.33, -226.36, 242.81
9.78, -226.21, 242.81
14.00, -222.57, 239.15
18.54, -224.29, 241.35
22.73, -221.85, 239.15
27.00, -220.69, 238.42
32.19, -219.99, 238.42
36.17, -217.30, 236.23
39.93, -213.86, 233.30
42.46, -205.02, 224.53
44.51, -195.51, 215.02
46.76, -185.15, 204.78
48.77, -178.27, 198.20
49.75, -168.77, 188.69
51.62, -163.21, 183.57
53.28, -157.65, 178.45
54.65, -149.94, 171.14
55.93, -142.89, 164.55
57.42, -138.62, 160.90
58.22, -133.09, 155.78
59.10, -128.21, 151.39
60.12, -123.95, 147.73
61.46, -119.47, 144.08
62.18, -115.24, 140.42
62.75, -111.03, 136.76
62.84, -106.25, 132.38
63.84, -103.26, 130.18
64.74, -100.26, 127.99
67.08, -99.54, 128.72
69.01, -97.38, 127.99
71.31, -96.55, 128.72
72.78, -94.59, 127.99
74.20, -92.61, 127.26
75.56, -90.61, 126.52
77.77, -89.63, 127.26
79.98, -88.59, 127.99
81.10, -85.69, 126.52
83.73, -85.05, 127.99
84.24, -81.63, 125.79
86.32, -80.43, 126.52
88.39, -79.17, 127.26
90.75, -77.51, 127.99
92.26, -75.71, 127.99
92.66, -73.04, 126.52
93.53, -70.80, 125.79
94.08, -68.92, 125.06
96.80, -67.46, 126.52
96.97, -64.79, 125.06
98.22, -62.88, 125.06
100.84, -61.25, 126.52
45.29, -20.67, 53.39
42.56, -18.42, 49.73
42.28, -17.32, 49.00
43.25, -16.73, 49.73
44.85, -16.35, 51.19
42.64, -14.41, 48.27
44.22, -13.98, 49.73
41.87, -12.34, 46.81
42.76, -11.70, 47.54
43.64, -11.02, 48.27
43.19, -10.01, 47.54
42.11, -8.55, 46.08
41.60, -7.60, 45.34
41.06, -6.67, 44.61
45.24, -6.44, 49.00
46.71, -5.71, 50.46
44.10, -4.52, 47.54
36.03, -2.84, 38.76
42.89, -2.53, 46.08
36.80, -1.45, 39.49
35.46, -0.70, 38.03
34.04, 0.00, 35.25
34.03, 0.67, 35.25
32.62, 1.28, 33.81
33.97, 2.14, 35.25
33.92, 2.80, 35.25
29.02, 2.97, 30.21
31.03, 3.80, 32.37
32.32, 4.60, 33.81
32.93, 5.22, 34.53
30.07, 5.49, 31.65
28.59, 5.80, 30.21
32.51, 7.40, 34.53
36.41, 9.04, 38.84
46.95, 12.65, 50.35
48.70, 14.15, 52.51
47.69, 15.08, 51.79
47.98, 16.43, 52.51
47.64, 17.36, 52.51
46.65, 18.05, 51.79
45.00, 18.43, 50.35
45.90, 19.86, 51.79
45.42, 20.94, 51.79
45.00, 21.83, 51.79
45.18, 23.02, 52.51
44.72, 23.90, 52.51
43.64, 24.44, 51.79
43.15, 25.29, 51.79
43.24, 26.50, 52.51
41.43, 26.75, 51.07
40.32, 27.17, 50.35
39.22, 27.56, 49.63
39.23, 28.74, 50.35
38.66, 29.50, 50.35
38.07, 30.25, 50.35
37.47, 31.00, 50.35
37.25, 32.32, 51.07
35.58, 32.12, 49.63
37.47, 35.19, 53.23
43.23, 42.23, 62.58
48.73, 49.50, 71.93
46.80, 49.44, 70.50
47.74, 53.30, 74.09
44.87, 52.12, 71.21
45.61, 55.13, 74.09
44.08, 55.47, 73.37
43.41, 56.88, 74.09
41.87, 57.16, 73.37
40.91, 58.70, 74.09
45.81, 67.98, 84.88
59.91, 92.79, 114.38
60.61, 98.91, 120.13
52.34, 89.30, 107.18
54.99, 98.19, 116.53
54.36, 101.70, 119.41
53.30, 104.60, 121.57
49.62, 103.32, 118.69
47.58, 104.28, 118.69
45.52, 105.19, 118.69
43.45, 106.07, 118.69
41.11, 106.25, 117.97
38.77, 106.38, 117.25
36.68, 107.12, 117.25
34.14, 107.96, 117.25
31.82, 107.94, 116.53
29.69, 108.55, 116.53
27.56, 109.11, 116.53
24.83, 109.05, 115.81
22.39, 110.29, 116.53
20.22, 110.70, 116.53
17.93, 110.39, 115.81
15.86, 111.41, 116.53
13.58, 111.01, 115.81
11.47, 111.95, 116.53
8.88, 112.88, 117.25
6.67, 113.03, 117.25
4.50, 114.53, 118.69
2.25, 114.60, 118.69
0.00, 115.31, 119.41
-2.29, 116.68, 120.85
-4.58, 116.61, 120.85
-7.33, 116.47, 120.85
-9.73, 117.69, 122.29
-12.18, 118.86, 123.73
-14.59, 119.29, 124.45
-17.13, 120.35, 125.88
-19.60, 120.68, 126.60
-22.09, 120.95, 127.32
-25.22, 121.76, 128.76
-27.28, 122.03, 129.48
-29.83, 122.14, 130.20
-33.91, 123.96, 133.08
-36.93, 125.27, 135.24
-40.93, 127.67, 138.83
-43.43, 126.84, 138.83
-46.62, 127.92, 140.99
-50.63, 130.87, 145.31
-53.45, 130.49, 146.03
-56.00, 129.42, 146.03
-58.82, 128.93, 146.75
-63.06, 130.00, 149.62
-66.86, 131.22, 152.50
-65.49, 122.53, 143.87
-65.17, 116.37, 138.11
-66.74, 113.87, 136.67
-67.15, 109.57, 133.08
-67.04, 104.72, 128.76
-68.71, 101.96, 127.32
-69.90, 99.46, 125.88
-69.79, 95.27, 122.29
-70.80, 92.77, 120.85
-72.18, 90.82, 120.13
-71.73, 86.71, 116.53
-71.93, 82.90, 113.66
-72.93, 80.15, 112.22
-74.97, 79.21, 112.94
-79.92, 81.19, 117.97
-84.48, 82.51, 122.29
-90.64, 85.12, 128.76
-94.18, 84.35, 130.92
-94.23, 81.13, 128.76
-95.27, 78.82, 128.04
-96.80, 76.93, 128.04
-96.64, 73.75, 125.88
-98.07, 71.84, 125.88
-98.32, 69.10, 124.45
-99.35, 66.38, 123.73
-100.04, 64.04, 123.01
-100.10, 61.34, 121.57
-102.48, 60.07, 123.01
-103.03, 57.70, 122.29
-103.54, 55.34, 121.57
-104.60, 53.30, 121.57
-104.38, 50.63, 120.13
-113.13, 51.61, 128.76
-131.33, 56.83, 148.18
-130.70, 52.94, 146.03
-131.07, 50.12, 145.31
-132.03, 47.53, 145.31
-133.11, 44.41, 145.31
-133.95, 41.79, 145.31
-141.42, 41.09, 152.50
-197.87, 53.30, 212.21
-196.18, 48.73, 209.33
-193.72, 44.10, 205.73
-196.59, 40.71, 207.89
-190.66, 34.82, 200.70
-146.05, 23.72, 153.22
-140.98, 20.07, 147.46
-142.04, 17.38, 148.18
-143.05, 14.66, 148.90
-144.00, 11.90, 149.62
-144.90, 9.12, 150.34
-147.15, 5.78, 152.50
-136.13, 2.67, 140.99
-118.79, 0.00, 123.01
-118.07, -2.32, 122.29
-118.70, -4.66, 123.01
-119.97, -7.07, 124.45
-119.73, -10.37, 124.45
-122.26, -13.01, 127.32
-121.98, -15.41, 127.32
-123.72, -18.10, 129.48
-122.66, -20.42, 128.76
-124.28, -23.20, 130.92
-125.06, -26.41, 132.36
-126.55, -29.33, 134.52
-128.64, -32.49, 137.39
-128.65, -35.19, 138.11
-129.26, -38.11, 139.55
-129.15, -40.85, 140.27
-130.30, -44.04, 142.43
-130.53, -47.57, 143.87
-132.81, -51.38, 147.46
-135.63, -55.56, 151.78
-137.07, -59.31, 154.66
-138.41, -63.15, 157.54
-160.31, -76.98, 184.15
-169.93, -85.74, 197.10
-170.92, -91.36, 200.70
-172.73, -96.74, 205.01
-174.59, -103.25, 210.05
-174.30, -107.76, 212.21
-174.49, -112.67, 215.08
-172.36, -117.14, 215.80
-168.89, -119.69, 214.36
-166.51, -122.99, 214.36
-165.17, -127.08, 215.80
-166.98, -133.77, 221.56
-168.59, -140.59, 227.31
-172.61, -149.79, 236.66
-189.08, -172.05, 264.72
-186.67, -176.68, 266.16
-182.67, -179.82, 265.44
-179.59, -183.87, 266.16
-175.94, -187.36, 266.16
-171.30, -189.75, 264.72
-167.54, -193.08, 264.72
-162.95, -196.97, 264.72
-159.05, -200.13, 264.72
-154.25, -202.11, 263.28
-150.25, -205.10, 263.28
-145.77, -209.15, 264.00
-140.42, -211.95, 263.28
-136.60, -215.25, 264.00
-132.35, -217.89, 264.00
-127.70, -219.85, 263.28
-123.36, -222.31, 263.28
-118.64, -224.08, 262.56
-114.22, -226.37, 262.56
-109.75, -228.56, 262.56
-105.25, -230.68, 262.56
-99.51, -232.45, 261.84
-94.40, -233.07, 260.40
-89.81, -234.88, 260.40
-85.18, -236.60, 260.40
-78.92, -236.56, 258.24
-74.88, -240.06, 260.40
-70.16, -241.48, 260.40
-65.40, -242.81, 260.40
-59.95, -241.35, 257.52
-55.51, -243.84, 258.96
-48.38, -243.23, 256.80
-43.60, -244.13, 256.80
-38.90, -245.63, 257.52
-33.69, -243.59, 254.65
-28.99, -244.89, 255.37
-23.97, -243.34, 253.21
-18.28, -244.53, 253.93
-13.44, -244.15, 253.21
-8.64, -244.37, 253.21
-3.87, -246.57, 255.37
0.96, -243.82, 252.49
5.76, -244.45, 253.21
10.56, -244.29, 253.21
16.27, -243.28, 252.49
20.86, -240.84, 250.33
25.51, -239.69, 249.61
30.04, -237.77, 248.17
33.79, -230.95, 241.70
36.61, -219.96, 230.91
39.01, -208.96, 220.12
42.06, -199.14, 210.77
44.18, -187.28, 199.26
46.13, -179.65, 192.06
47.60, -171.34, 184.15
49.36, -165.05, 178.40
51.95, -159.88, 174.08
52.35, -150.95, 165.45
53.86, -145.99, 161.13
54.94, -140.37, 156.10
56.36, -136.06, 152.50
57.07, -130.47, 147.46
58.17, -126.17, 143.87
58.98, -120.40, 138.83
60.38, -117.36, 136.67
61.35, -113.71, 133.80
63.23, -111.88, 133.08
64.36, -108.82, 130.92
66.48, -107.54, 130.92
67.83, -105.04, 129.48
70.67, -103.99, 130.20
73.10, -103.15, 130.92
75.11, -101.70, 130.92
75.40, -98.00, 128.04
78.18, -97.58, 129.48
80.90, -96.25, 130.20
82.69, -93.79, 129.48
84.52, -92.15, 129.48
85.35, -89.47, 128.04
86.11, -86.79, 126.60
87.80, -85.08, 126.60
91.31, -84.40, 128.76
92.95, -82.60, 128.76
94.55, -80.75, 128.76
95.05, -78.00, 127.32
95.47, -75.26, 125.88
96.37, -72.95, 125.17
98.91, -71.86, 126.60
100.58, -69.51, 126.60
100.18, -66.37, 124.45
102.05, -64.77, 125.17
102.71, -62.39, 124.45
106.92, -62.10, 128.04
106.91, -59.32, 126.60
107.44, -56.88, 125.88
108.12, -54.03, 125.17
58.97, -28.03, 67.62
44.32, -20.01, 50.35
42.86, -18.15, 48.20
43.21, -17.30, 48.20
44.19, -16.70, 48.92
43.91, -15.42, 48.20
44.21, -14.56, 48.20
43.82, -13.48, 47.48
44.08, -12.62, 47.48
44.99, -11.93, 48.20
44.54, -10.88, 47.48
44.74, -10.00, 47.48
46.33, -9.22, 48.92
45.82, -8.18, 48.20
45.28, -7.17, 47.48
46.10, -6.38, 48.20
36.56, -4.33, 38.13
35.95, -3.54, 37.41
30.47, -2.40, 31.65
33.99, -1.87, 35.25
33.32, -1.18, 34.53
34.73, -0.55, 35.97
34.65, 0.14, 34.65
33.93, 0.80, 33.94
33.91, 1.47, 33.94
30.97, 2.93, 31.11
30.88, 3.78, 31.11
34.24, 5.29, 34.65
32.69, 5.97, 33.23
33.18, 7.14, 33.94
34.35, 8.39, 35.36
49.05, 13.63, 50.91
47.31, 14.55, 49.50
47.56, 16.08, 50.20
47.03, 17.56, 50.20
45.88, 18.58, 49.50
46.08, 19.94, 50.20
44.70, 21.25, 49.50
44.01, 22.64, 49.50
42.14, 23.16, 48.08
42.09, 24.67, 48.79
41.40, 25.82, 48.79
39.98, 26.71, 48.08
39.23, 27.80, 48.08
37.89, 28.45, 47.38
38.08, 30.51, 48.79
37.76, 32.00, 49.50
37.79, 34.12, 50.91
51.99, 49.99, 72.12
48.12, 48.88, 68.59
47.04, 50.89, 69.30
44.75, 51.98, 68.59
44.20, 54.29, 70.00
42.26, 54.92, 69.30
41.56, 57.21, 70.71
46.77, 68.24, 82.73
56.38, 87.32, 103.94
58.37, 96.09, 112.43
56.76, 99.50, 114.55
57.67, 107.88, 122.33
24.70, 112.58, 115.26
21.15, 113.30, 115.26
18.14, 114.54, 115.97
14.99, 114.99, 115.97
11.96, 116.77, 117.38
8.75, 117.05, 117.38
5.56, 117.96, 118.09
2.30, 117.36, 117.38
-0.94, 119.50, 119.50
-4.27, 120.84, 120.92
-7.64, 121.38, 121.62
-11.10, 122.54, 123.04
-14.63, 123.59, 124.45
-18.50, 123.07, 124.45
-22.00, 123.21, 125.16
-25.81, 124.63, 127.28
-30.37, 126.51, 130.11
-34.21, 127.00, 131.52
-39.71, 132.78, 138.59
-55.73, 169.25, 178.19
-62.76, 174.31, 185.26
-54.89, 140.25, 150.61
-57.05, 133.26, 144.96
-62.17, 134.85, 148.49
-67.11, 135.63, 151.32
-71.92, 137.14, 154.86
-77.59, 137.28, 157.68
-69.30, 115.10, 134.35
-70.53, 110.17, 130.81
-71.14, 104.69, 126.57
-72.34, 100.40, 123.74
-73.79, 96.68, 121.62
-74.19, 91.87, 118.09
-74.40, 87.11, 114.55
-75.67, 83.16, 112.43
-79.88, 83.08, 115.26
-86.67, 85.32, 121.62
-94.84, 89.06, 130.11
-98.13, 86.51, 130.81
-99.16, 82.03, 128.69
-100.82, 78.84, 127.99
-101.24, 74.78, 125.87
-101.52, 70.76, 123.74
-101.65, 66.77, 121.62
-102.85, 63.58, 120.92
-104.56, 60.73, 120.92
-105.57, 57.50, 120.21
-107.74, 54.89, 120.92
-108.57, 51.61, 120.21
-134.52, 59.47, 147.08
-134.79, 55.21, 145.66
-135.80, 50.71, 144.96
-137.14, 46.95, 144.96
-137.71, 42.96, 144.25
-167.23, 47.87, 173.95
-181.50, 46.60, 187.38
-192.53, 43.04, 197.28
-194.34, 37.86, 197.99
-161.82, 26.93, 164.05
-146.39, 20.25, 147.79
-146.19, 16.14, 147.08
-147.28, 12.17, 147.79
-150.35, 8.87, 150.61
-145.59, 4.58, 145.66
-123.74, 0.49, 123.74
-122.30, -2.88, 122.33
-124.99, -6.39, 125.16
-124.73, -10.31, 125.16
-126.51, -13.97, 127.28
-127.48, -17.63, 128.69
-128.34, -21.36, 130.11
-129.09, -25.15, 131.52
-131.80, -29.46, 135.06
-134.37, -33.94, 138.59
-134.75, -38.00, 140.01
-135.01, -42.11, 141.42
-135.80, -46.50, 143.54
-139.11, -51.94, 148.49
-163.85, -66.36, 176.78
-176.56, -78.05, 193.04
-176.26, -83.79, 195.16
-177.04, -90.21, 198.70
-177.60, -96.73, 202.23
-176.10, -102.28, 203.65
-172.80, -107.77, 203.65
-169.18, -112.08, 202.94
-167.19, -117.50, 204.35
-170.14, -126.70, 212.13
-172.70, -136.15, 219.91
-173.75, -146.05, 226.98
-176.54, -156.88, 236.17
-182.99, -171.84, 251.02
-177.19, -175.81, 249.61
-173.27, -181.63, 251.02
-167.26, -185.28, 249.61
-162.11, -189.80, 249.61
-155.94, -193.09, 248.19
-151.00, -197.86, 248.90
-146.34, -203.09, 250.32
-139.90, -205.86, 248.90
-134.19, -209.63, 248.90
-127.54, -213.74, 248.90
-121.27, -216.55, 248.19
-114.62, -218.55, 246.78
-109.44, -221.19, 246.78
-102.43, -226.85, 248.90
-95.88, -228.93, 248.19
-88.79, -229.50, 246.07
-82.21, -231.18, 245.37
-76.04, -234.03, 246.07
-69.78, -236.71, 246.78
-62.70, -236.49, 244.66
-56.18, -238.12, 244.66
-50.26, -238.00, 243.24
-42.64, -238.76, 242.54
-36.06, -239.84, 242.54
-29.28, -239.34, 241.12
-22.63, -239.35, 240.42
-15.10, -239.94, 240.42
-8.50, -240.27, 240.42
-1.88, -239.70, 239.71
4.68, -238.25, 238.29
11.23, -238.03, 238.29
17.76, -237.63, 238.29
24.29, -237.05, 238.29
31.44, -234.07, 236.17
37.63, -231.72, 234.76
41.21, -216.01, 219.91
45.35, -202.88, 207.89
47.97, -189.90, 195.87
50.29, -178.31, 185.26
52.64, -168.76, 176.78
54.51, -159.22, 168.29
56.64, -151.70, 161.93
58.14, -143.53, 154.86
60.64, -138.64, 151.32
61.42, -130.52, 144.25
62.43, -123.73, 138.59
62.79, -116.37, 132.23
63.85, -110.92, 127.99
67.30, -108.86, 127.99
70.27, -106.97, 127.99
73.17, -105.87, 128.69
76.04, -102.95, 127.99
77.97, -99.71, 126.57
82.03, -99.16, 128.69
82.40, -94.21, 125.16
85.80, -92.09, 125.87
88.30, -89.70, 125.87
89.20, -85.77, 123.74
93.09, -84.71, 125.87
94.85, -81.66, 125.16
95.96, -78.13, 123.74
97.51, -75.03, 123.04
99.54, -72.32, 123.04
102.07, -69.96, 123.74
103.62, -66.33, 123.04
105.41, -63.46, 123.04
107.73, -60.89, 123.74
109.99, -58.23, 124.45
92.53, -45.78, 103.24
45.59, -21.02, 50.20
43.55, -18.64, 47.38
45.36, -17.96, 48.79
45.18, -16.47, 48.08
44.94, -14.99, 47.38
44.66, -13.55, 46.67
45.70, -12.50, 47.38
46.75, -11.22, 48.08
46.35, -9.79, 47.38
47.33, -8.45, 48.08
46.15, -6.94, 46.67
47.03, -5.75, 47.38
38.01, -3.59, 38.18
33.16, -2.22, 33.23
31.80, -1.25, 31.82
37.47, -0.44, 37.48
34.52, 0.68, 33.34
33.78, 1.46, 32.65
34.43, 2.57, 33.34
34.35, 3.52, 33.34
35.67, 4.65, 34.73
33.39, 5.29, 32.65
34.65, 6.47, 34.04
30.94, 6.66, 30.56
38.43, 9.39, 38.21
49.96, 13.67, 50.02
47.50, 14.41, 47.93
49.81, 16.62, 50.71
48.66, 17.74, 50.02
50.75, 20.32, 52.79
50.26, 21.51, 52.79
50.21, 23.39, 53.49
48.26, 24.11, 52.10
47.58, 25.43, 52.10
47.38, 27.27, 52.79
46.61, 28.56, 52.79
45.21, 29.44, 52.10
44.38, 30.67, 52.10
43.98, 32.48, 52.79
44.33, 34.39, 54.18
42.82, 35.14, 53.49
41.15, 35.99, 52.79
40.67, 37.60, 53.49
39.11, 38.20, 52.79
39.05, 40.29, 54.18
44.73, 48.77, 63.91
46.67, 53.79, 68.77
48.83, 59.50, 74.33
47.62, 61.39, 75.02
45.91, 62.67, 75.02
43.92, 64.08, 75.02
44.87, 69.50, 79.89
54.90, 90.38, 102.11
55.96, 98.10, 109.06
55.27, 103.41, 113.23
53.05, 106.17, 114.62
50.11, 107.59, 114.62
45.42, 104.97, 110.45
41.99, 104.84, 109.06
39.34, 106.63, 109.76
35.10, 106.59, 108.37
32.57, 107.38, 108.37
29.56, 109.74, 109.76
26.20, 109.12, 108.37
23.19, 109.80, 108.37
20.16, 110.39, 108.37
17.12, 110.90, 108.37
14.15, 112.05, 109.06
11.14, 113.11, 109.76
8.08, 114.09, 110.45
5.06, 117.14, 113.23
1.38, 117.24, 113.23
-1.85, 117.96, 113.92
-5.13, 118.58, 114.62
-8.48, 119.83, 116.01
-11.85, 120.27, 116.70
-15.42, 122.04, 118.79
-18.98, 122.99, 120.18
-22.49, 123.13, 120.87
-25.86, 122.46, 120.87
-29.39, 122.41, 121.57
-33.30, 123.64, 123.65
-37.51, 125.43, 126.43
-42.12, 126.24, 128.51
-46.31, 127.06, 130.60
-50.84, 128.41, 133.37
-55.49, 129.61, 136.15
-60.53, 131.31, 139.63
-63.34, 126.77, 136.85
-66.80, 124.98, 136.85
-67.00, 117.47, 130.60
-67.97, 111.90, 126.43
-68.28, 105.75, 121.57
-68.73, 100.28, 117.40
-70.19, 96.61, 115.31
-71.50, 92.93, 113.23
-72.21, 88.70, 110.45
-73.21, 85.04, 108.37
-73.10, 80.34, 104.89
-76.78, 79.85, 106.98
-84.91, 82.93, 114.62
-92.97, 85.94, 122.26
-95.29, 83.35, 122.26
-95.89, 79.32, 120.18
-98.03, 76.66, 120.18
-98.94, 73.08, 118.79
-100.60, 69.53, 118.09
-100.06, 65.17, 115.31
-100.59, 61.64, 113.92
-101.85, 58.09, 113.23
-104.04, 55.61, 113.92
-104.24, 52.09, 112.53
-107.39, 50.54, 114.62
-134.02, 57.99, 141.02
-132.89, 53.22, 138.24
-134.30, 49.55, 138.24
-135.61, 45.84, 138.24
-136.82, 42.09, 138.24
-201.00, 55.84, 201.45
-205.95, 51.16, 204.92
-207.98, 45.63, 205.62
-207.19, 38.68, 203.53
-147.78, 23.41, 144.49
-144.09, 18.78, 140.32
-144.49, 15.38, 140.32
-147.05, 10.99, 142.40
-150.18, 7.08, 145.18
-138.07, 3.25, 133.37
-120.13, -0.94, 116.01
-121.47, -4.77, 117.40
-122.70, -8.69, 118.79
-123.13, -12.13, 119.48
-123.46, -15.60, 120.18
-125.12, -19.31, 122.26
-125.25, -22.87, 122.95
-127.39, -26.90, 125.73
-128.00, -30.73, 127.12
-131.97, -35.55, 131.99
-131.63, -39.37, 132.68
-131.87, -43.42, 134.07
-133.33, -48.00, 136.85
-134.64, -52.70, 139.63
-136.45, -57.78, 143.10
-140.45, -64.75, 149.35
-140.55, -69.54, 151.44
-174.83, -92.57, 191.03
-176.60, -99.81, 195.89
-177.49, -106.86, 200.06
-178.12, -114.02, 204.23
-180.27, -122.51, 210.48
-182.67, -131.63, 217.43
-185.86, -143.00, 226.46
-189.06, -155.16, 236.18
-185.81, -161.24, 237.57
-176.64, -160.73, 230.63
-196.30, -190.23, 263.97
-198.54, -203.27, 274.39
-193.85, -209.71, 275.78
-187.54, -214.41, 275.08
-181.58, -219.49, 275.08
-174.15, -222.70, 273.00
-166.68, -225.66, 270.92
-158.35, -227.21, 267.44
-151.65, -230.87, 266.75
-142.07, -231.84, 262.58
-135.65, -235.66, 262.58
-128.68, -236.26, 259.80
-121.20, -240.19, 259.80
-114.24, -242.78, 259.11
-107.24, -245.17, 258.41
-99.38, -245.35, 255.63
-92.85, -248.67, 256.33
-84.76, -250.78, 255.63
-76.22, -251.25, 253.55
-69.66, -254.64, 254.94
-62.47, -255.76, 254.24
-55.11, -255.97, 252.86
-48.05, -257.39, 252.86
-40.96, -258.62, 252.86
-33.74, -258.93, 252.16
-26.61, -259.76, 252.16
-19.46, -260.39, 252.16
-12.37, -262.27, 253.55
-5.18, -263.95, 254.94
2.08, -265.43, 256.33
8.36, -266.02, 257.02
16.80, -267.07, 258.41
25.05, -264.97, 257.02
30.66, -250.62, 243.83
34.76, -231.19, 225.76
38.57, -215.98, 211.87
41.72, -201.46, 198.67
44.93, -190.43, 188.95
47.71, -177.12, 177.14
50.29, -168.16, 169.50
52.13, -156.26, 159.08
54.19, -148.69, 152.82
55.34, -139.78, 145.18
61.24, -112.45, 123.65
66.48, -114.45, 127.82
71.87, -116.25, 131.99
78.27, -118.14, 136.85
82.26, -118.03, 138.93
86.36, -115.96, 139.63
89.51, -113.55, 139.63
92.60, -111.04, 139.63
95.14, -107.92, 138.93
98.56, -105.79, 139.63
98.91, -100.48, 136.15
102.15, -98.22, 136.85
105.35, -95.86, 137.54
107.94, -92.93, 137.54
108.78, -88.56, 135.46
112.08, -85.54, 136.15
112.32, -81.60, 134.07
115.42, -78.44, 134.76
118.14, -75.63, 135.46
118.94, -71.61, 134.07
121.13, -67.84, 134.07
123.59, -64.82, 134.76
56.85, -27.85, 61.13
42.54, -19.41, 45.15
43.72, -18.51, 45.85
44.88, -17.57, 46.54
45.35, -16.33, 46.54
43.73, -14.40, 44.46
43.42, -12.98, 43.76
43.06, -11.60, 43.07
43.37, -10.41, 43.07
45.04, -9.51, 44.46
45.32, -8.09, 44.46
44.81, -6.74, 43.76
35.70, -4.37, 34.73
35.81, -3.38, 34.73
32.30, -2.16, 31.26
31.63, -1.24, 30.56
34.53, -0.41, 33.34
34.37, 0.54, 32.05
30.68, 1.45, 28.64
32.08, 2.52, 30.01
31.27, 3.33, 29.33
31.18, 4.06, 29.33
31.04, 5.04, 29.33
33.76, 6.44, 32.05
36.43, 7.99, 34.78
39.04, 9.70, 37.51
50.03, 13.90, 48.42
46.83, 14.41, 45.69
48.50, 16.39, 47.74
51.46, 18.99, 51.15
50.24, 20.12, 50.47
50.25, 21.98, 51.15
50.95, 23.98, 52.51
49.72, 24.84, 51.83
49.56, 26.74, 52.51
46.90, 27.00, 50.47
